priority,days_until_deadline,hours_remaining_ratio,deadline_pressure,session_count,days_since_active,user_completion_rate,user_abandon_rate,category_completion_rate,avg_pauses_per_task,avg_effort_accuracy,avg_session_duration,label_at_risk
3,16.52,0.8259,3.035,0,12,0.3169,0.2804,0.2856,7.6929,1.1257,11.7653,1
1,6.58,0.4644,4.3325,16,14,0.9579,0.4946,0.5648,1.4373,0.6995,6.5414,0
3,24.23,0.5087,0.5471,3,5,0.9357,0.3586,0.8094,6.4012,2.3643,92.4275,0
1,15.53,0.1244,9.622,7,1,0.089,0.3069,0.9185,7.2329,0.8131,43.9965,1
3,4.78,0.968,9.1475,17,9,0.7452,0.3087,0.331,6.6996,1.1197,60.9011,1
2,11.58,0.6898,6.0244,5,14,0.5082,0.4413,0.9921,5.0332,1.2406,27.1382,1
3,24.44,0.2339,2.0063,14,12,0.315,0.1838,0.1523,2.1118,1.355,87.9406,0
2,14.35,0.1806,4.8563,4,8,0.0098,0.0451,0.5357,6.8356,0.5098,112.3994,0
1,25.26,0.4829,6.5936,8,2,0.477,0.5009,0.7559,3.8672,0.7233,13.8484,0
2,20.42,0.8588,6.2887,2,2,0.7653,0.2138,0.2741,6.4093,1.2544,108.4003,1
1,1.75,0.927,6.4845,13,10,0.7551,0.4034,0.5312,0.791,2.1244,103.9228,1
3,16.48,0.6562,3.8224,8,12,0.722,0.5171,0.6541,4.0927,0.8178,6.415,1
2,1.48,0.5693,3.8273,12,9,0.593,0.3226,0.0047,0.5791,1.0807,105.8682,1
4,23.72,0.2429,9.0837,19,2,0.4681,0.5325,0.6413,3.3092,1.0856,45.0119,1
2,9.57,0.969,9.3308,17,14,0.4218,0.4148,0.9028,6.8034,1.3287,13.4863,1
3,25.5,0.2925,1.6747,19,5,0.1325,0.4034,0.5087,5.769,1.2054,39.0843,0
2,26.32,0.0403,8.0483,15,12,0.9469,0.1444,0.2399,0.667,2.357,69.5685,1
2,18.65,0.0388,1.8677,16,4,0.7668,0.2104,0.3768,4.2684,0.5005,28.9493,0
2,7.51,0.8059,2.7967,1,6,0.5043,0.5194,0.2413,0.6283,1.2128,89.7182,1
4,23.78,0.6038,4.9334,10,11,0.9843,0.2301,0.1522,5.3337,1.0686,70.2934,1
2,13.37,0.8361,2.6497,11,4,0.863,0.1596,0.5908,4.0462,0.536,111.9326,0
3,23.86,0.1355,4.4757,4,4,0.3027,0.2806,0.2728,3.7084,2.2757,54.6149,0
2,12.12,0.4601,0.1517,14,11,0.4366,0.3803,0.4501,2.7025,1.2762,29.0752,0
1,0.58,0.973,2.2145,0,3,0.574,0.3824,0.5567,5.9064,1.1712,91.8128,0
2,14.53,0.6481,0.1836,10,10,0.283,0.0228,0.9946,3.8559,2.012,54.2777,0
2,25.15,0.6542,2.7543,5,7,0.3215,0.5989,0.9962,1.5297,1.1255,58.3253,0
3,15.84,0.9694,7.2399,4,6,0.1051,0.413,0.1585,6.3014,1.1221,39.2272,1
2,23.53,0.5839,0.8243,0,5,0.2781,0.1947,0.9451,2.2613,1.4217,80.5565,0
1,14.59,0.7385,8.6686,8,14,0.6691,0.0758,0.9458,1.0606,2.0493,31.778,1
3,6.57,0.443,6.1781,19,2,0.104,0.5774,0.8902,2.1628,2.1455,62.1989,1
2,9.43,0.581,7.2989,17,11,0.4996,0.2631,0.611,4.9935,0.7641,90.748,1
3,10.39,0.8077,3.5639,12,11,0.6526,0.2737,0.3978,2.5976,2.4629,16.1697,1
2,14.56,0.478,4.7137,1,8,0.1449,0.1529,0.9145,0.9044,2.0149,90.9058,1
2,6.74,0.4655,2.6509,18,7,0.6359,0.525,0.0827,7.3207,1.0867,58.8833,0
2,22.81,0.4203,9.4355,1,8,0.8722,0.0428,0.8543,6.2531,0.707,12.8897,0
2,16.22,0.968,2.5518,8,9,0.11,0.5685,0.4234,0.0745,1.3848,5.5283,1
2,10.16,0.4734,6.1317,13,9,0.7537,0.5809,0.7796,0.1796,1.6998,83.4493,1
1,9.67,0.4402,8.3321,13,5,0.6284,0.237,0.254,7.8571,2.466,110.9972,0
3,9.77,0.817,4.0879,4,14,0.0486,0.2688,0.4456,7.1652,0.7523,14.7941,1
2,22.91,0.9926,6.5903,12,10,0.881,0.3165,0.8248,6.8529,2.3553,113.9795,1
2,10.23,0.9619,5.4741,0,8,0.6428,0.3526,0.8958,5.2255,1.1981,115.9471,1
2,11.21,0.67,0.7198,17,2,0.7139,0.288,0.4024,1.2117,1.3837,92.483,0
2,0.16,0.6685,9.7263,15,13,0.1199,0.1924,0.8676,1.8605,1.7154,48.3205,1
3,19.85,0.2363,0.9786,8,10,0.9422,0.3111,0.3523,1.8725,0.5996,32.22,0
3,16.01,0.944,3.9628,16,12,0.1282,0.0738,0.6196,5.4043,2.0547,66.8018,1
1,21.5,0.706,2.342,0,11,0.5406,0.5098,0.4801,2.9857,1.4865,69.4956,0
1,27.03,0.6742,6.3327,10,13,0.6042,0.0726,0.0787,4.2185,1.3056,70.6572,1
1,29.61,0.5612,6.8744,10,14,0.0947,0.5855,0.2863,3.3905,1.7997,2.9637,1
3,16.1,0.2782,0.6161,18,0,0.895,0.4116,0.2499,0.5248,1.8812,68.6889,0
2,20.09,0.9707,1.7572,16,6,0.4242,0.268,0.2541,6.6011,1.4705,65.2087,0
2,5.45,0.0859,7.1412,7,14,0.6901,0.2342,0.4158,3.7534,1.2354,12.0744,1
3,8.59,0.4601,1.9345,11,0,0.8967,0.1264,0.2275,2.2368,0.7548,76.7115,0
1,4.03,0.6448,3.3966,2,6,0.5574,0.1536,0.6508,0.9302,1.5728,52.4578,0
3,29.97,0.6078,4.0471,18,13,0.4795,0.2204,0.9138,2.9464,1.2469,46.0241,0
3,19.52,0.6142,3.3414,4,5,0.3085,0.012,0.5826,5.5907,2.2077,16.8199,0
1,1.63,0.7255,0.8106,12,12,0.6787,0.2525,0.9614,4.7942,2.115,13.1227,0
2,10.11,0.5695,8.6111,6,0,0.8503,0.1277,0.6688,4.343,2.1658,15.0107,0
4,12.45,0.3269,6.0669,0,7,0.8369,0.5973,0.0226,0.9029,1.7189,98.4692,0
2,7.18,0.787,0.5638,18,9,0.5058,0.3362,0.7286,2.8388,1.7254,70.2451,1
2,2.54,0.1193,2.2458,10,0,0.8404,0.4208,0.789,2.8078,1.3093,47.2418,0
1,1.84,0.5909,9.8922,9,12,0.0467,0.4677,0.2526,6.6372,1.9079,113.4808,1
2,18.92,0.4496,1.8863,12,3,0.5286,0.4864,0.7355,5.3103,0.7268,86.474,0
2,26.82,0.9199,0.5516,5,11,0.0377,0.2203,0.5423,1.1848,1.9926,1.0026,1
3,27.5,0.7055,6.7178,8,8,0.1202,0.3207,0.6751,3.3396,1.9614,62.6235,1
1,5.76,0.84,7.2491,17,0,0.1176,0.5941,0.2094,0.0942,2.4948,33.7289,1
2,27.12,0.3202,6.7025,15,14,0.6248,0.2019,0.2112,2.5055,0.8577,108.2299,1
2,7.36,0.4484,3.2054,16,4,0.9712,0.2628,0.861,4.5269,0.8145,82.8747,0
3,13.21,0.9012,7.5067,3,12,0.6032,0.1953,0.9836,5.3388,0.5877,39.1946,1
3,1.69,0.0239,4.5002,15,8,0.4383,0.1576,0.1647,5.5131,1.5291,24.0185,1
1,4.42,0.0732,8.1232,0,0,0.1899,0.0661,0.7213,1.2514,2.1999,87.1427,0
3,8.97,0.3166,6.7122,18,4,0.6928,0.5226,0.3423,6.1582,1.6227,105.9404,1
2,22.48,0.9647,0.7356,7,2,0.1724,0.3478,0.5555,5.917,1.4985,32.6743,1
1,18.62,0.719,5.6952,18,2,0.593,0.5616,0.6781,3.3154,1.8791,41.2776,1
2,1.47,0.0311,5.5418,3,13,0.5374,0.5045,0.0334,2.934,0.9741,53.6728,1
1,28.62,0.2233,9.2231,12,12,0.9855,0.3324,0.9308,0.0428,1.9965,108.3661,1
2,15.82,0.1411,0.0079,1,14,0.6338,0.5488,0.2087,5.3222,0.6574,72.4506,0
1,22.08,0.3012,4.6339,8,1,0.1713,0.445,0.3026,5.299,0.8166,82.5741,0
2,22.45,0.262,8.8172,5,1,0.1964,0.3683,0.0877,3.1323,1.9266,79.1308,1
3,8.48,0.378,1.0295,14,6,0.5039,0.4253,0.2489,2.5955,1.1684,3.0891,0
3,15.55,0.4555,0.3082,11,11,0.2868,0.1762,0.3996,6.8194,1.5006,81.4681,0
2,7.91,0.9546,6.0358,19,8,0.0007,0.5621,0.1645,1.8686,1.0269,4.5384,1
1,21.58,0.8546,2.5695,2,9,0.2231,0.0339,0.1034,3.4521,0.9598,61.9135,1
2,28.22,0.9059,5.6681,17,0,0.541,0.4292,0.5567,6.8379,2.3592,22.1064,0
2,3.77,0.8136,0.3577,14,0,0.2075,0.5435,0.8385,3.7687,1.3223,28.3882,0
3,3.95,0.6802,8.4246,18,5,0.494,0.0711,0.0136,2.4258,1.896,94.8312,1
2,12.32,0.2313,1.3637,10,6,0.0553,0.1189,0.0092,5.0181,1.1328,116.7774,0
1,10.37,0.3578,0.0845,7,10,0.7492,0.1973,0.6109,6.9701,0.5309,52.2881,0
2,22.4,0.0938,5.1258,2,14,0.4942,0.4391,0.3838,7.5597,1.4636,68.5457,0
3,8.26,0.0752,7.0778,2,11,0.8965,0.5896,0.3991,3.3235,1.3159,38.9465,1
2,1.34,0.3096,2.923,14,10,0.6692,0.4395,0.4322,5.4378,1.7181,92.2776,0
2,14.18,0.6436,1.0808,6,11,0.972,0.0225,0.316,2.5129,1.7669,12.696,0
1,21.85,0.3241,9.7742,14,5,0.4451,0.0679,0.3514,7.9858,2.2777,5.7989,1
2,19.43,0.2095,1.4511,11,12,0.6249,0.4373,0.9319,2.231,2.4004,7.5915,0
3,15.89,0.6693,8.3157,10,9,0.7633,0.3519,0.2612,7.8552,2.2958,15.4219,1
1,20.65,0.6041,9.3582,4,10,0.0844,0.1555,0.0189,0.2871,2.3297,42.242,1
2,24.14,0.6155,7.5378,7,3,0.4828,0.1938,0.839,2.3814,1.8195,16.4379,0
3,27.4,0.6086,5.5986,1,1,0.6274,0.1557,0.2924,5.6425,1.9709,36.4195,0
1,24.63,0.0923,6.7401,1,8,0.6729,0.5058,0.3988,4.177,1.3031,36.0587,0
3,8.16,0.7229,2.062,2,3,0.5892,0.2727,0.7451,1.7085,0.5213,93.1869,0
3,26.23,0.851,7.772,14,5,0.3465,0.5838,0.9797,2.1462,0.582,84.6076,1
2,3.02,0.7075,0.3117,7,11,0.1387,0.0764,0.1757,7.6821,1.8863,96.1646,0
2,14.42,0.5518,6.3177,19,3,0.9487,0.1019,0.9657,0.1188,1.4623,40.0041,0
2,17.12,0.4356,4.1485,1,12,0.3312,0.1695,0.5552,5.8433,1.5658,111.7231,1
3,22.16,0.893,4.4794,18,0,0.4158,0.5102,0.2297,1.9177,1.2452,27.6411,1
2,4.03,0.3202,9.1344,9,12,0.7482,0.0681,0.2476,6.4588,2.026,46.3387,1
1,18.8,0.6848,1.2544,10,9,0.6634,0.2449,0.2805,5.8488,0.9844,20.6052,0
2,8.7,0.6289,1.1794,8,3,0.2833,0.0001,0.1269,7.4689,2.2347,28.0331,0
4,11.21,0.6815,0.6354,3,12,0.9638,0.3234,0.2879,0.9622,1.9071,77.3827,1
2,28.53,0.0222,3.0372,14,8,0.2416,0.4033,0.1968,7.1652,0.7112,84.786,1
1,20.34,0.5721,4.8009,16,8,0.9377,0.0548,0.0195,6.4456,0.7163,118.4036,0
3,19.53,0.1989,2.4031,5,0,0.236,0.4383,0.0403,0.7581,0.5136,18.3532,0
2,28.08,0.5202,3.6482,5,0,0.6952,0.0722,0.2307,2.8059,2.0155,69.8881,0
3,17.01,0.6836,0.0284,0,1,0.1109,0.2437,0.771,3.4818,2.3937,56.1107,0
4,27.8,0.8981,7.316,15,3,0.1061,0.4132,0.9787,5.8128,2.3575,96.5166,1
1,7.48,0.3419,1.6826,9,10,0.1258,0.3536,0.5251,1.6239,1.4037,95.6337,0
2,21.08,0.7927,6.2912,17,2,0.7102,0.4064,0.0244,3.294,1.1659,80.3294,1
2,17.73,0.9132,7.978,17,9,0.6227,0.2477,0.8599,2.0145,2.4621,73.645,1
1,24.51,0.0139,6.5712,19,4,0.6115,0.4176,0.3425,0.8637,0.6393,70.6723,0
2,22.27,0.5097,4.2245,8,12,0.0264,0.2013,0.976,6.9884,1.1588,70.5354,1
1,2.24,0.5104,9.6944,17,3,0.0709,0.1136,0.7713,6.7315,1.7354,77.3308,1
1,24.86,0.7883,2.5904,14,4,0.0403,0.1207,0.1786,2.702,1.3369,61.0247,0
1,18.15,0.3957,2.9867,11,14,0.495,0.0786,0.6962,1.6486,1.3825,7.8001,0
3,3.78,0.9031,8.6423,6,14,0.7444,0.3717,0.8031,3.4544,2.0716,55.4948,1
2,23.55,0.8216,5.5449,15,6,0.0124,0.5279,0.0451,5.8498,2.244,11.7669,1
2,28.87,0.8341,4.897,16,11,0.8334,0.2088,0.8922,3.7638,1.5556,119.9649,0
1,18.79,0.7039,6.508,8,11,0.863,0.2693,0.0629,3.8085,1.8785,72.9252,1
2,14.06,0.2938,2.7735,2,6,0.4234,0.309,0.1707,5.3033,2.2051,30.9527,0
2,17.85,0.0902,6.0602,5,7,0.9592,0.4294,0.7882,5.6328,1.6795,53.9895,0
3,28.71,0.499,9.3154,12,12,0.5384,0.2727,0.2093,0.0298,0.983,61.1668,1
4,10.51,0.4522,1.3352,19,14,0.7754,0.3424,0.7607,1.1989,1.6437,30.4371,0
2,0.35,0.1303,3.0927,18,10,0.9859,0.1852,0.1303,1.5927,1.6754,7.6852,0
1,19.22,0.4139,2.7006,12,8,0.5429,0.156,0.5877,2.0906,2.4699,37.1674,0
2,8.35,0.8965,6.3622,18,6,0.918,0.5471,0.7389,1.5826,2.1867,24.4531,1
3,15.98,0.6387,9.5332,6,14,0.5202,0.177,0.0153,1.761,1.0639,53.232,1
1,26.2,0.7049,0.852,0,9,0.6537,0.5737,0.003,1.9835,2.3556,111.8561,1
1,15.42,0.2316,1.8122,19,12,0.135,0.2812,0.9386,1.4867,2.456,119.3146,1
2,5.1,0.3161,4.2449,14,14,0.2806,0.5833,0.1534,5.8666,0.5008,71.5419,1
1,19.55,0.7126,6.8803,4,11,0.2522,0.5736,0.9233,3.6585,2.1924,54.2788,1
2,4.7,0.4264,5.3742,15,7,0.4441,0.4688,0.68,5.0813,2.3191,2.1638,1
2,9.72,0.1363,8.8756,19,1,0.8781,0.3515,0.6742,6.4341,1.8183,47.7666,0
2,24.09,0.3737,3.8812,11,14,0.9596,0.2145,0.0659,1.3364,2.4857,67.5616,0
2,19.92,0.4194,9.6541,19,10,0.2927,0.0475,0.4878,2.5167,0.9042,114.3171,1
2,5.24,0.1987,2.8071,17,4,0.268,0.1973,0.6593,2.3517,0.9316,19.0365,0
1,24.14,0.1379,7.7598,8,4,0.5379,0.1858,0.145,5.8944,1.7028,78.6544,0
1,27.83,0.0663,3.6681,0,2,0.0014,0.2983,0.7528,6.5861,2.2588,58.5263,0
2,4.64,0.3696,3.2931,0,1,0.1061,0.1398,0.9504,7.6666,0.6954,1.7998,0
1,29.88,0.18,5.0255,18,1,0.0204,0.3627,0.277,6.8987,1.0669,82.4107,0
1,12.28,0.2892,8.0898,2,2,0.457,0.3639,0.6043,6.6173,1.35,33.0536,1
2,16.09,0.4491,4.4012,6,0,0.7186,0.1282,0.197,3.3021,0.9556,70.063,0
2,6.11,0.1558,8.8042,2,2,0.4121,0.0214,0.498,4.4334,1.6177,84.8437,0
1,7.57,0.8107,9.4717,9,14,0.4976,0.1285,0.0601,2.604,0.7874,85.192,1
1,24.24,0.1762,6.0622,17,11,0.4166,0.3891,0.3094,4.8496,1.5475,2.9376,1
3,0.36,0.2932,0.0592,2,6,0.5895,0.2827,0.5734,7.4232,2.1568,38.7574,0
2,22.32,0.5032,0.678,7,4,0.806,0.1737,0.6641,3.4127,2.2782,101.4271,0
2,20.75,0.8833,4.9572,16,7,0.7537,0.132,0.3885,6.9258,1.9488,48.4573,0
2,5.28,0.7433,2.5207,19,7,0.2817,0.2884,0.448,0.9662,1.3522,34.5064,0
1,8.46,0.2333,7.3407,11,8,0.1495,0.0623,0.1236,0.8082,1.7194,23.5779,1
4,25.64,0.2305,3.2757,15,6,0.0196,0.4028,0.5232,7.1891,0.8288,96.4931,0
3,3.82,0.3986,1.7015,6,10,0.5562,0.2468,0.9477,1.011,2.4474,27.6766,0
1,25.74,0.3089,6.5886,18,14,0.4718,0.2975,0.7322,0.7022,1.8364,107.4975,1
1,4.22,0.7166,4.3728,15,7,0.137,0.3041,0.1265,3.813,2.0272,30.9917,1
3,25.24,0.4148,7.6786,7,1,0.1229,0.1218,0.402,6.766,1.1925,78.5545,1
3,17.59,0.3572,5.7705,2,6,0.0839,0.5957,0.1272,0.5788,2.2571,36.2202,1
2,7.86,0.343,4.107,5,13,0.78,0.4,0.3088,2.3395,2.0965,94.0004,1
2,8.97,0.5598,0.0837,1,3,0.7325,0.5599,0.6572,3.5122,0.5898,110.4137,0
3,14.46,0.1243,2.1427,18,14,0.5743,0.3732,0.5057,6.5368,2.222,73.8749,0
1,20.86,0.418,5.6556,17,2,0.7164,0.1346,0.0984,7.3345,1.6203,18.4591,0
4,28.15,0.9142,5.4642,11,9,0.0073,0.0365,0.4288,3.1946,0.8694,47.4576,1
1,25.46,0.2982,5.9856,8,7,0.5786,0.0451,0.9434,2.9207,2.3252,93.6626,0
3,19.14,0.6287,5.5373,17,1,0.1957,0.0167,0.805,0.1562,2.1614,17.2925,1
4,18.12,0.735,1.1048,4,8,0.828,0.0945,0.5943,4.7489,0.8284,14.8156,0
2,5.14,0.6676,6.0945,19,7,0.0629,0.412,0.3665,6.0463,2.4288,13.7454,1
2,24.3,0.2662,2.1512,4,14,0.9871,0.3341,0.278,3.1885,0.8403,91.4265,0
1,16.86,0.2143,3.4088,14,14,0.6383,0.3927,0.9541,6.2013,2.1073,63.7921,0
1,12.77,0.5495,6.7842,14,0,0.394,0.1592,0.1682,5.5508,1.7908,82.4847,0
3,23.21,0.4556,6.119,11,11,0.7019,0.5014,0.6882,4.1007,1.4173,77.0784,0
3,16.76,0.6249,0.9659,12,0,0.3739,0.3377,0.0473,0.3298,1.0016,82.7642,0
2,12.07,0.1616,1.1835,0,5,0.9275,0.275,0.6594,7.3157,0.6802,92.4578,0
3,17.96,0.2925,6.8389,18,2,0.1129,0.3201,0.1013,6.9806,1.5153,96.9559,1
1,8.45,0.2442,5.6035,19,9,0.7196,0.0645,0.8461,5.8857,0.9234,17.4343,0
2,29.28,0.2568,4.5613,2,5,0.3972,0.3428,0.9531,4.1339,2.1382,65.6553,0
2,28.52,0.8591,2.2836,13,6,0.581,0.5665,0.8118,5.9347,1.974,21.3624,0
3,8.28,0.9304,3.6464,1,0,0.7517,0.2537,0.5172,2.96,1.9816,94.1025,0
2,10.14,0.4698,3.3079,0,14,0.3294,0.0829,0.399,7.8393,0.9518,73.459,1
2,2.13,0.4879,7.0216,14,4,0.8721,0.1734,0.0862,7.4925,1.2564,69.1687,0
3,4.06,0.2913,1.4471,0,5,0.2226,0.4304,0.9433,4.2222,1.5801,55.324,0
2,14.27,0.6028,9.8599,7,6,0.8622,0.5335,0.4678,5.2596,2.2901,47.1541,1
3,21.29,0.9506,2.4462,4,11,0.5208,0.1611,0.7766,4.4178,1.8219,38.7481,1
2,18.52,0.4049,1.9837,4,9,0.5115,0.4404,0.411,2.8411,1.3143,49.1036,1
2,4.04,0.4961,1.691,10,12,0.9326,0.363,0.6595,3.2143,2.318,76.5517,1
3,11.06,0.96,8.2046,16,10,0.1722,0.1626,0.2856,2.1673,2.2108,3.8262,1
1,6.96,0.7979,5.6313,15,2,0.4293,0.2447,0.1139,5.4091,1.9042,86.5072,1
3,0.0,0.9539,8.1421,14,3,0.0156,0.5603,0.8098,6.6978,0.6866,88.6534,1
2,28.37,0.4429,5.9929,15,13,0.9328,0.0457,0.5011,5.4956,2.0838,69.9622,0
4,28.26,0.0643,4.0237,10,5,0.5369,0.5465,0.8466,1.02,0.6861,70.7121,0
3,27.82,0.4026,8.903,11,10,0.7368,0.2856,0.1226,7.4235,1.4082,88.1384,1
2,0.57,0.1005,4.9622,11,1,0.6955,0.4192,0.7039,3.9402,2.3298,58.7036,0
2,1.27,0.6335,2.4854,14,13,0.3272,0.1453,0.1691,6.1989,0.7594,54.4505,1
2,20.62,0.6333,8.1072,18,10,0.5666,0.5744,0.3182,1.757,1.8549,91.009,1
4,26.8,0.5134,8.2532,15,9,0.8409,0.3862,0.6093,3.7389,1.753,95.426,1
4,14.02,0.5737,4.4481,4,12,0.0178,0.3247,0.0885,0.2111,2.0824,31.038,1
1,22.97,0.4935,8.8067,6,10,0.2687,0.2086,0.7128,4.44,2.3084,72.2603,1
2,23.57,0.9475,3.5585,19,1,0.6162,0.2993,0.9892,3.6989,0.6487,117.2843,0
4,10.22,0.3771,9.0639,4,4,0.7221,0.1045,0.5902,5.5622,1.1877,83.2657,1
3,14.16,0.3829,2.5116,3,0,0.3247,0.2377,0.4066,4.4865,0.9568,98.6653,0
2,17.58,0.1796,7.3502,9,10,0.1135,0.328,0.7093,0.4003,0.6388,96.3215,1
3,7.36,0.6152,4.4318,6,7,0.8629,0.0479,0.778,3.9442,1.6283,78.4718,0
3,24.38,0.6648,3.3913,4,14,0.2354,0.4362,0.378,0.0649,0.5185,55.2679,1
2,0.68,0.6869,2.94,16,14,0.1671,0.2443,0.2323,4.2784,0.8977,61.0087,1
3,3.31,0.4678,0.7087,2,1,0.2644,0.3166,0.5175,7.3948,1.5982,69.9598,0
2,28.47,0.7772,2.8541,15,9,0.0595,0.164,0.9247,2.834,1.8233,119.9396,1
3,4.94,0.1487,4.5631,5,1,0.7142,0.0417,0.9722,0.1142,1.7026,67.5159,0
1,4.53,0.7927,8.8756,15,10,0.355,0.0435,0.6732,6.6015,1.1098,118.8211,1
2,13.4,0.4576,2.5868,18,12,0.9093,0.3073,0.3601,3.7203,1.8798,106.0797,0
2,27.55,0.8152,9.7886,18,0,0.2799,0.0636,0.1122,2.3298,1.7284,96.5184,1
1,5.59,0.0997,3.6332,19,7,0.7104,0.1016,0.832,4.5748,1.6678,25.173,0
1,13.94,0.6156,0.9505,15,13,0.929,0.2268,0.4637,0.7082,1.718,34.5854,0
2,2.28,0.6982,6.2377,10,3,0.4694,0.4322,0.5294,3.1639,1.1447,73.2473,0
4,20.15,0.0747,4.6068,11,11,0.0945,0.5933,0.9491,0.6262,2.3668,43.5759,1
2,19.03,0.7745,0.3379,2,12,0.1867,0.2076,0.348,3.7525,1.1683,12.8833,1
1,1.0,0.4702,9.5445,14,0,0.9463,0.44,0.6375,5.1622,2.1535,12.8304,1
2,24.98,0.0723,6.907,11,9,0.6208,0.5346,0.4962,6.5978,1.3043,12.2873,1
1,1.54,0.3802,3.3724,17,14,0.7428,0.0305,0.2211,2.1941,1.5952,17.3418,0
2,10.67,0.791,5.1021,7,5,0.739,0.2381,0.2629,3.004,1.4955,41.1739,1
2,11.96,0.0192,7.725,1,6,0.6537,0.4644,0.8138,3.9481,0.9107,88.4673,0
4,3.13,0.9827,8.6025,5,9,0.7223,0.1143,0.4422,0.572,1.2793,88.9924,1
2,9.91,0.5954,8.722,3,12,0.9566,0.5061,0.6884,2.3589,2.3268,33.0668,1
3,5.79,0.6679,0.9347,5,1,0.6723,0.4694,0.5308,4.7187,0.9012,34.4796,0
1,7.48,0.2249,5.1945,14,9,0.9021,0.5505,0.9307,2.1636,1.3007,104.4475,0
1,1.69,0.412,5.7892,18,2,0.5151,0.4114,0.6495,3.394,1.35,16.8934,0
2,17.62,0.4765,3.2571,12,0,0.0747,0.5487,0.0206,7.6988,1.4247,49.5204,0
3,9.57,0.7672,2.0692,18,7,0.523,0.0687,0.4008,1.6541,0.8994,60.7644,0
3,27.35,0.5022,9.6584,11,0,0.8651,0.3,0.1409,1.7432,1.7953,50.6106,1
1,22.02,0.0736,6.2911,11,13,0.1326,0.3112,0.7791,2.0851,0.8258,40.4183,0
2,17.26,0.1309,4.5757,10,2,0.842,0.1881,0.8387,3.4285,1.9532,61.2072,0
3,12.76,0.4575,5.1768,15,14,0.688,0.4755,0.3068,0.2883,2.3656,41.4216,1
1,14.76,0.7685,2.2165,11,2,0.2427,0.595,0.1974,4.6042,2.3505,17.6276,1
3,22.83,0.986,1.8042,17,0,0.3388,0.1054,0.4214,6.3507,1.4297,64.5028,0
4,11.97,0.6154,3.6524,11,8,0.6956,0.5627,0.5424,6.1472,0.6784,25.339,0
2,15.52,0.015,2.6455,19,5,0.869,0.5604,0.3274,1.0867,0.9739,93.1406,0
4,13.99,0.3054,4.2919,2,6,0.2565,0.3563,0.0157,2.0764,1.8228,3.8475,1
3,22.95,0.0222,5.0171,9,3,0.6486,0.4329,0.8629,3.8033,2.4889,117.5983,0
3,17.25,0.398,3.6439,1,7,0.2492,0.4313,0.6036,7.3314,0.6,18.6332,0
1,29.89,0.7873,4.0874,9,4,0.6806,0.474,0.8152,0.6778,1.7459,0.8143,1
1,27.12,0.5276,7.359,13,14,0.9496,0.5216,0.4833,2.6878,0.809,48.0386,1
3,29.35,0.7284,6.4375,4,7,0.0345,0.1729,0.7684,1.6422,1.9244,69.5736,0
1,7.85,0.4963,4.1837,10,0,0.7344,0.3447,0.8223,4.5014,2.4288,26.0669,0
2,5.41,0.5525,2.1547,11,13,0.9905,0.481,0.7483,6.3525,2.4378,68.7932,1
2,25.87,0.7427,4.1431,13,2,0.4113,0.558,0.3435,7.7079,2.3205,75.6625,0
1,3.83,0.7542,4.7154,1,13,0.1225,0.1272,0.0295,3.4715,1.0557,104.3887,1
3,18.42,0.5319,0.9185,1,14,0.6869,0.4658,0.3113,4.5422,2.4632,107.7773,0
3,18.6,0.0827,8.2398,13,0,0.1989,0.0478,0.837,0.6312,0.6827,51.289,0
1,27.41,0.4703,5.6915,18,14,0.3536,0.4783,0.4429,2.5478,1.9465,96.1927,1
3,0.01,0.3624,7.376,17,6,0.1776,0.1822,0.3368,4.5426,2.1632,111.899,1
3,25.29,0.4701,3.8978,18,3,0.5795,0.3991,0.4389,7.6253,1.7164,26.3999,1
2,2.39,0.5834,9.4787,14,12,0.9061,0.501,0.1474,5.6654,1.3709,30.0296,1
3,22.28,0.1799,9.1444,18,14,0.3171,0.5636,0.3685,0.4318,2.0259,84.421,1
1,18.74,0.4168,5.6021,13,13,0.6041,0.4495,0.9363,4.7328,0.5241,4.115,1
3,8.37,0.5794,2.0228,16,10,0.8778,0.5371,0.6592,2.7583,2.2873,34.982,0
4,4.22,0.2249,5.5813,7,10,0.6194,0.1393,0.0009,6.0572,2.4704,97.1896,1
2,27.11,0.4098,5.2493,1,9,0.4476,0.4651,0.5268,2.5337,1.0163,4.5297,0
1,19.61,0.6812,7.5215,1,2,0.8941,0.5618,0.8074,5.0847,1.1074,117.9534,0
2,6.08,0.4422,0.5684,0,1,0.5884,0.3342,0.6558,3.9762,0.5641,73.4774,0
3,6.81,0.2213,1.6142,11,8,0.9786,0.5793,0.4163,2.124,1.1052,32.2538,0
2,18.21,0.4888,4.0799,19,5,0.3411,0.325,0.6752,5.0665,1.425,66.7263,0
3,22.41,0.9159,9.5812,1,0,0.683,0.3861,0.0152,6.8899,0.791,100.4796,1
1,19.38,0.4348,2.0077,8,6,0.4603,0.0237,0.0145,0.9538,1.7982,68.0596,0
2,27.74,0.3976,6.2492,13,11,0.8882,0.5128,0.8451,3.842,0.8549,57.2986,0
2,14.7,0.5388,2.5766,15,2,0.9014,0.5003,0.5535,4.9289,1.4487,47.0,0
2,13.73,0.5189,1.3992,8,12,0.2424,0.1106,0.0648,6.1012,1.3549,75.1972,0
3,20.38,0.4705,3.879,6,5,0.64,0.2969,0.8491,6.9976,0.8411,16.348,0
